img_id	crowdedness	obj_cnt	obj_size	contrast
122	0.2786480514553237	26	0.07976442307692307	78.4570291568894
123	nan	0	nan	54.767373752178706
124	0.3332589453021284	37	0.09940491578535056	51.30486387367585
125	nan	0	nan	64.68177260805768
126	0.26269117738502257	26	0.05729326923076924	65.71151448773549
127	nan	0	nan	57.42402637770256
129	nan	0	nan	48.527806187960245
130	0.3367196411467869	22	0.08903513257575758	61.23507360760794
131	0.27612107575005557	75	0.0243985	48.635243106779626
132	0.23114650316036825	21	0.09850922619047621	28.91255358079023
133	0.2512729375856864	9	0.14581875	36.912913807142104
135	0.2471474718098144	23	0.03933423913043478	67.08279151690044
136	0.3231296598754368	20	0.09859770833333333	62.752788447853355
137	0.28818067851559676	27	0.05506952160493827	55.65147098131984
138	0.2524407047620591	27	0.057286805555555556	62.432690354581396
140	0.21320322144718803	11	0.0935909090909091	61.34998297133185
141	0.18849942318503413	25	0.056926	73.35284364245068
142	0.24385757620493737	14	0.08599761904761903	63.93273166099931
143	nan	0	nan	55.32225141009918
144	0.27649447660270776	10	0.08172770833333333	67.07656416649618
145	0.30966769383066967	11	0.09519071969696968	37.22826969528574
146	0.22316477121105044	18	0.10451863425925927	41.91909335815821
147	nan	0	nan	68.34135674388077
148	0.24649074638745241	31	0.04257997311827957	59.87241703217058
149	nan	0	nan	48.56343390244866
150	0.2773824779253249	16	0.14455312499999998	59.21892934394654
151	nan	0	nan	58.80143520669793
165	0.29848979579584595	24	0.15077352430555557	45.4146058425864
170	0.09328459079555511	5	0.005068333333333333	61.60575388606827
171	0.2577071791431987	27	0.07134567901234568	50.46283576283168
172	0.2809166949668971	40	0.11100447916666667	65.66376932058233
175	nan	0	nan	67.1141039312674
176	0.2686929826574133	25	0.06007883333333334	76.30053643414982
184	0.270705679265216	19	0.06219254385964913	53.88757289885257
201	0.2968895375673336	10	0.10033645833333334	68.41495365566412
202	0.27008192752822247	19	0.07923804824561403	50.52653384129763
203	0.2564754465434686	32	0.09502858072916667	56.14370652953803
205	0.3597953218867122	37	0.07278361486486484	56.872671534167125
206	0.2659019678552334	27	0.060919675925925926	90.83665180489957
208	0.2322221324548162	25	0.04967641666666666	77.58648179046584
215	0.23966821150857828	10	0.039900624999999995	61.05287172006235
217	0.24807766843730678	42	0.05295104166666667	30.11432778852078
218	0.18845463191714606	11	0.08019450757575758	47.79239716320164
219	0.1577373808995734	9	0.1668474537037037	52.405379277528354
224	0.23985340184707946	28	0.02800974702380953	52.76829084046221
225	0.2551267414387163	57	0.029014290935672517	61.15979494752523
226	0.28335856715539126	14	0.05633154761904763	55.508606569662305
227	0.32678902380744146	17	0.0974498774509804	59.000855722819225
229	0.26012263969796867	18	0.061453009259259256	37.107373765392865
231	0.262735035859073	15	0.13271819444444444	58.859025057976595
234	nan	0	nan	78.53076510385513
236	0.35432060295105905	9	0.13767291666666664	62.97948736764165
239	0.2935540913874255	38	0.07224226973684211	60.317938764433336
246	0.30168661839986255	24	0.09217204861111111	57.49222717304184
249	0.3033547129784105	23	0.11992481884057972	78.10112913402726
250	0.27822707708246264	31	0.05413763440860215	59.25435306390468
251	nan	0	nan	39.78073789680723
253	0.3347297451836814	32	0.05544791666666667	63.19899137824058
256	0.2406191285794583	29	0.07742068965517242	81.3578910773699
257	0.30188310466613155	23	0.09354166666666666	74.32277590638749
258	0.27215040649203376	35	0.06276714285714285	52.79749127876813
261	0.2805964084497099	9	0.08992986111111109	79.81009486635155
262	0.2552144121888817	40	0.05520442708333333	48.71565116360189
264	0.30653499906185994	25	0.06628233333333333	43.94653389512532
266	0.335959434818201	7	0.07420595238095239	67.17203846829182
269	0.2780414601601007	16	0.05336796875	51.421807114037364
270	0.2654062285319025	31	0.0689356182795699	56.55946384241138
271	0.2529227621715906	28	0.06010208333333333	48.966712032725006
273	0.29180213175450026	28	0.04689278273809523	65.38274453265313
274	nan	0	nan	53.878175312559854
275	0.2726564345946712	25	0.050857166666666676	56.04197725323939
278	0.29903111099301644	27	0.08967770061728396	71.36200165002563
279	0.2515192758746046	18	0.12078032407407407	74.95327125967249
281	0.231422029478402	24	0.09981875	64.63793575170241
282	0.1961657451374181	26	0.03525360576923077	51.92222728866744
283	0.2703091684780701	11	0.10747159090909092	58.995683418124734
288	nan	0	nan	64.94221434773108
290	0.2804664653675044	30	0.05505666666666666	74.37099921060134
293	nan	0	nan	48.535736430054385
294	0.3229735937231838	15	0.04935972222222222	71.5716186349263
297	0.18261883129207507	6	0.1964197916666667	80.38392052512587
300	0.26550892410030474	5	0.008697916666666666	63.10396460378645
301	0.3105774896355935	24	0.07075703125	71.46646195334571
302	0.27950756597918314	33	0.05307657828282828	57.6663079698585
303	0.2605465607119436	28	0.054063764880952374	73.3041594205285
304	0.2671925955993916	27	0.06167700617283951	63.38311858315579
305	0.2971455309880364	7	0.0771142857142857	76.42924724682256
306	0.19589035149587236	20	0.013284895833333333	46.39873336791208
307	nan	0	nan	64.26454596304035
308	0.23525214121066554	45	0.043704537037037035	62.4976464372958
309	nan	0	nan	69.5990264944428
310	0.31003565713838366	27	0.05232939814814816	69.4248474779323
311	0.29445121066470736	26	0.07454663461538462	62.606584389893996
312	nan	0	nan	51.69034902982168
313	0.2724171039156106	31	0.06257278225806452	65.96490756859487
314	0.26125874710813446	28	0.055956994047619044	62.521866675196975
315	0.2380148736068746	20	0.08939729166666668	59.237303932521435
316	0.24562815746429026	29	0.14415502873563216	44.74502936196731
317	0.2692355010428816	7	0.1968208333333334	66.66744750267898
318	0.2334665741684503	6	0.03202291666666667	56.983971675977806
319	0.24285332090224748	26	0.06335785256410256	53.230049265624665
320	0.2718310793680098	21	0.05491220238095237	54.16295496299655
321	0.32449796940358344	38	0.049935910087719304	68.49028197489045
322	0.2936238698007508	5	0.11133625000000003	49.35601520901651
323	0.23346099857842242	18	0.08192800925925925	62.252031983963874
324	nan	0	nan	62.004711966998116
325	nan	0	nan	50.429384013762075
326	0.3340100203040957	45	0.049909166666666664	62.02203707224966
327	0.2780429285423518	31	0.10510927419354839	52.26492963931052
333	0.3072031713556037	32	0.09192194010416666	42.63993621246059
334	nan	0	nan	60.32735405481828
335	0.32446474031389566	23	0.05148460144927536	57.41258020493209
336	nan	0	nan	46.6268034199702
337	nan	0	nan	81.48012992735293
338	0.2412163482828318	27	0.03199074074074074	61.0852526871206
339	0.27039441709979695	25	0.047060583333333336	67.28228601513744
340	0.2998001456146018	18	0.023381828703703703	84.31517326354695
341	0.25232883067731005	41	0.04034430894308943	64.97227627319195
342	0.1394386713206125	13	0.034832852564102575	70.60222342225765
350	nan	0	nan	48.2619610375801
351	0.22155581578832015	5	0.04008875	47.32127128772418
352	nan	0	nan	59.05887413706991
353	0.22882380901870422	8	0.22122760416666667	61.38320999646953
354	0.3054946974913597	20	0.02958416666666666	64.52214227899469
355	0.2561032719011812	33	0.0677003787878788	75.22951647446031
356	nan	0	nan	73.33385659504815
357	nan	0	nan	54.1396944002022
358	nan	0	nan	60.983027735865434
359	nan	0	nan	64.76702118103982
360	0.2724077365541872	26	0.0750428685897436	64.03412707418642
361	0.3075692225421597	20	0.08753124999999999	55.410453964163196
362	0.27326150823643547	27	0.06587831790123458	61.22400704246606
363	nan	0	nan	41.07009487040621
364	0.2908983295941213	33	0.0962655303030303	51.03381999602584
365	0.22389908571099615	21	0.05944603174603173	67.4400899093831
366	0.2266189505461538	12	0.11074427083333331	69.70478153167548
367	nan	0	nan	73.33540909921068
368	0.28611176270582994	31	0.06416807795698926	65.3398604837078
369	0.3010519809308796	33	0.04621458333333333	59.96695235106453
370	0.2995377931118451	17	0.053415441176470596	69.81028036001018
371	0.308837984548858	23	0.0977773550724638	77.26385000132291
372	0.2892564411213247	4	0.214034375	77.7682826169163
373	0.2153755817739321	42	0.05306240079365078	70.63424329038065
374	0.34410524573846346	33	0.061943244949494956	74.35269689955769
375	0.31876758033811436	16	0.10373255208333332	51.643920449539834
376	0.30089534324714123	18	0.16112881944444446	60.696480533760806
377	0.2728724137561591	14	0.1619875	66.4465351253542
378	nan	0	nan	46.754767612533854
379	nan	0	nan	51.02758083117072
380	0.3220300535636942	30	0.05828270833333334	72.81414838940745
381	0.30642376054076287	16	0.054950651041666666	68.8128412978969
382	nan	0	nan	66.09501103560387
383	0.24912732686598915	12	0.1387739583333333	71.13886522844469
384	nan	0	nan	63.338432842965986
385	nan	0	nan	50.52615528219281
386	0.2655219651780872	49	0.07061777210884353	57.829843142615175
388	0.2856629809538663	25	0.0588905	61.91335167073551
389	nan	0	nan	66.75787967313713
390	0.2999896637396423	25	0.09277783333333334	59.520301255946336
391	nan	0	nan	50.13369655273242
395	nan	0	nan	65.04404201792758
397	0.3302032354870269	25	0.05687741666666667	42.73299222012064
398	0.3003362932277899	29	0.03415969827586207	55.24353123501188
400	0.2320923359022905	23	0.03451847826086957	67.357586426388
401	0.3031087869349516	25	0.07404258333333333	60.352697514609325
402	0.2983876853541697	54	0.0352255787037037	75.70345635023219
403	nan	0	nan	71.15615312063075
404	0.2175878248110493	7	0.19749375000000002	68.42341973188273
405	0.23702721305272959	22	0.09550672348484847	62.836824629435334
406	0.2888797889796618	32	0.0312529296875	63.55514945311355
407	0.2774988977929683	25	0.07092183333333334	80.70844128251146
408	0.368636116467371	23	0.048698460144927534	81.69265656659265
409	0.3301664792969882	18	0.06287094907407408	76.08345085352266
420	0.2856615013013421	22	0.02746060606060606	22.47075341736583
421	0.27949143328495674	23	0.06304139492753622	75.90488212343251
422	0.278919558617809	27	0.032947916666666674	53.075309242804934
423	0.31486422347485443	25	0.0662075	63.7251469461983
424	0.18629375473493398	4	0.009615104166666666	69.95800291340163
425	0.28441202476046323	30	0.09974701388888887	69.60072697924251
426	0.26889782716774463	34	0.058090318627450975	60.123309590914324
427	0.3162187160214869	34	0.05082199754901961	57.37189016840526
428	0.25962291262730447	38	0.05655433114035089	61.28806311344051
429	0.1935488678360802	6	0.021190972222222226	63.272947276049216
435	0.29164501175336927	19	0.06992927631578948	49.6171257615916
436	0.2601433909520201	41	0.024940243902439027	61.82190472435633
437	0.2898408965426944	27	0.03675655864197531	63.69508566368493
438	0.2605431261861744	30	0.054321388888888884	37.09463031675405
439	0.3563615858501289	18	0.05526446759259259	63.70469969165667
440	0.3148379269729967	41	0.05960619918699188	63.9848375987525
441	nan	0	nan	68.39236901097267
443	0.3312879650623278	29	0.07054324712643678	43.287952458417145
444	0.31250311648880896	17	0.07861372549019609	73.68126048166249
445	0.33235554016672864	11	0.1680655303030303	65.68265922542189
446	0.3003098308424038	69	0.033744233091787444	79.93598172752579
447	nan	0	nan	74.45272561942679
448	0.3474630315452135	35	0.048696309523809524	77.12657422348558
449	0.32154624405873505	28	0.06670148809523811	70.99853812938903
450	nan	0	nan	68.64045902867053
451	0.3332601704976568	35	0.11261309523809525	59.77401787638028
452	0.29574123299296373	19	0.09662423245614034	78.12621272471192
453	nan	0	nan	77.9085748984449
454	nan	0	nan	46.12839958254131
455	0.3467691795333712	10	0.142623125	66.20091174499596
456	0.2813800103058322	33	0.1071729797979798	51.28019185687503
457	0.27771340576361414	27	0.08798618827160494	64.80575874917078
458	0.24333110855209475	22	0.07782727272727273	67.59847392846419
459	0.2956347525974777	30	0.04068770833333333	55.51865877659581
460	0.31976538250947895	25	0.05441566666666667	65.8762549763811
461	nan	0	nan	51.59235260744563
462	0.3513929475084478	34	0.05071182598039215	72.2059488241805
463	0.2745042119571023	34	0.05464730392156863	54.81575889255433
464	0.2683158741992988	38	0.06530663377192983	57.28042358700358
465	0.2922164991755835	12	0.11869409722222224	71.02904028443518
466	0.24140218459130242	6	0.25621076388888886	72.01742600165282
467	0.37017438788700874	17	0.09251531862745098	64.17254746393861
469	0.29799158222348954	27	0.07090748456790125	64.87983777954229
470	0.3209544340661727	19	0.14305076754385962	83.67090672326253
471	0.3447579406011549	25	0.03211516666666667	47.881698997541235
472	0.283494281621733	20	0.05110906249999999	63.28621136151011
473	0.25646134263316556	32	0.0639115234375	64.40045944309371
474	0.2676874874322807	17	0.11447132352941178	47.33718904428701
475	0.24075694806080797	30	0.10498590277777776	38.36204490842799
476	nan	0	nan	53.865635001854905
477	0.26825923775755106	29	0.063365158045977	55.43424437142081
478	0.1763230284810916	4	0.25586770833333333	80.49120734600706
479	0.29698378877849246	28	0.08945915178571429	75.61118328402836
480	0.20484464214943632	19	0.06678497807017544	39.72643848651025
481	0.21051557413517494	4	0.17664010416666664	25.887856832551982
482	nan	0	nan	70.12440262237088
483	nan	0	nan	61.85541503146322
484	0.214711713720863	16	0.07842070312499999	54.02527004089918
485	0.29870992996480417	23	0.07498514492753623	83.64014272119502
486	0.29947243584268324	31	0.05310235215053762	49.18736373272627
487	0.2479914593617934	22	0.04987670454545454	70.84165554577069
488	0.3181780044566274	34	0.08720551470588235	61.00253907476073
489	nan	0	nan	67.64668347915249
490	0.33605803154756375	21	0.08794583333333333	58.47285570146687
491	0.24096941224656163	28	0.1022754464285714	66.18698818258189
492	0.3169231278697432	27	0.08701242283950618	61.96886270000674
493	nan	0	nan	44.462375108117314
494	nan	0	nan	72.1696438756123
495	0.30236198594467384	19	0.20317171052631577	62.01140045027894
496	nan	0	nan	61.46194882640292
499	nan	0	nan	56.01657017986569
500	0.32011859276076216	13	0.10609166666666668	39.34851563976206
501	0.34440672762784585	10	0.1004097916666667	43.27501137199847
502	0.23103845865488762	15	0.1415518055555556	56.47628926297793
503	0.3214574700750458	20	0.10622500000000001	58.644995378825655
504	nan	0	nan	54.44367123840526
505	0.27312914219150847	20	0.0756525	56.01761471510035
506	0.07899037443728035	4	0.013697395833333334	42.76840276784044
507	0.26642075594274106	19	0.07560855263157895	75.66911702078123
508	0.21928529041082606	19	0.16875339912280704	50.20235976091727
509	nan	0	nan	62.11275962187627
510	nan	0	nan	49.36752916264791
511	0.2482205905801574	17	0.11779154411764707	55.03602201366178
512	0.2550270072290499	19	0.07543881578947369	49.603587991914424
513	0.3629873477200102	9	0.22461898148148152	45.422579919802175
514	0.2252554409520021	8	0.20368307291666668	61.50275912817174
515	0.29628432224405626	21	0.11083025793650794	50.43106405844492
516	0.18472515872961068	10	0.01642208333333333	51.46277700046747
517	0.3417162453331659	24	0.05089678819444444	39.4503617376317
518	0.29641997464559433	24	0.062304600694444434	64.56218506141911
519	0.26517338371621485	30	0.2052683333333333	35.254923910602095
520	0.3237644595975538	46	0.08249673913043477	46.10817160494819
522	0.3290727725397846	16	0.14288359374999998	43.21196857747423
523	0.2705957696682009	19	0.12623771929824562	59.23197066730987
524	0.2918236403352319	21	0.05781299603174604	74.87316327116676
525	0.301066013956321	46	0.07369592391304348	72.26682791183148
526	0.29953457219491714	15	0.07336611111111112	64.25189111423666
527	0.37120463800986003	19	0.07636842105263159	79.61674475766876
528	0.31934373134064137	9	0.15242175925925924	67.2707613058918
529	0.3481023329046538	16	0.089851953125	59.64099602856151
530	0.2828761923653422	5	0.17933833333333332	56.35943674287253
531	nan	0	nan	56.038543673686846
532	0.2709383347985098	28	0.07637782738095236	73.86048098680006
533	nan	0	nan	61.36091679628895
535	0.3625294161866885	4	0.1911578125	58.545300546841354
536	0.2619364552782854	13	0.08528108974358976	54.12164519619395
537	0.2763807094603667	22	0.11582196969696969	63.18658405813722
538	nan	0	nan	62.00041319660687
539	0.27434367732624854	24	0.05495442708333333	43.703299460937636
540	0.270196722144907	28	0.05402819940476191	57.592099179182135
541	nan	0	nan	63.73278056398175
542	0.32198026510631744	9	0.12021527777777778	62.33654004339848
543	0.3309965294496477	18	0.064140625	47.30154408899372
545	0.3078002777189923	21	0.08517083333333333	53.34335069682415
546	0.28714913760931904	28	0.06631488095238096	76.11689358120644
547	0.2604093099245665	48	0.046376692708333334	57.16727877364169
548	0.35214507892839253	22	0.051136837121212114	73.00245504022261
549	0.3319870294430254	42	0.08077390873015873	70.29974256888902
550	0.30714611598165464	26	0.07467588141025641	55.9934338995268
551	0.2954849528907947	29	0.0729892959770115	52.114453211704436
552	0.2708263954701457	8	0.12000989583333332	65.4108157226178
553	0.2976695305055658	22	0.13187878787878787	44.000530624025615
554	0.33654039368586414	17	0.08384338235294117	56.63539382525382
555	0.345229292991064	15	0.17599404761904758	55.07764031778075
556	0.2649210034099393	37	0.04950578698823629	58.71472481367808
561	0.3426526724610109	11	0.17701439393939397	50.67224292732751
562	0.3147014281800823	19	0.04174287280701755	61.85015018842496
566	0.2849380524512122	23	0.12626639492753625	57.111087136585866
567	0.3634288268602855	24	0.07117222222222223	68.47896322768874
568	nan	0	nan	47.868237116918756
569	0.2440787178707164	11	0.13583446969696972	58.639473238418184
570	0.2888977207499889	15	0.19560583333333334	65.81908330844912
571	nan	0	nan	60.566626919494226
572	0.3637265247751348	26	0.11220392628205127	52.04950933008795
573	0.306412726664349	30	0.044847500000000005	56.18228348321994
574	0.28136126100621384	18	0.05465203220858896	61.06926713266345
575	0.2808741305618246	27	0.08281435185185185	62.624477494870305
576	0.21158569486703943	16	0.08504934895833333	77.1731991910214
578	0.2858396689639205	35	0.04761523809523809	66.51400610505813
579	nan	0	nan	56.85322755070484
580	nan	0	nan	89.6780711445535
581	0.3245267712879396	28	0.06028296130952381	76.66074532005716
582	0.22224199829376734	16	0.08235039062499999	79.02725104539087
583	nan	0	nan	48.23432468119807
585	0.34614081814906617	37	0.03628581081081081	72.25687716342478
586	nan	0	nan	57.83859167515379
587	0.2832023928420664	26	0.08110032051282051	58.163418310131796
588	0.20983337136432265	23	0.08432282608695654	52.69626297572666
589	0.32607802069514935	35	0.04256529761904762	58.99143789515136
590	0.28166957694521333	31	0.04071841397849463	60.57570489697842
592	0.20880024066216385	34	0.05979448529411764	65.72464127973565
593	nan	0	nan	42.624719473355164
598	0.23271969486779398	7	0.2811327380952381	61.669993341972145
599	0.3786521034745063	8	0.13231067708333333	50.49299532131181
600	0.3039608738336908	41	0.04319801829268293	50.23876692687807
601	0.27489922544808026	35	0.04547916666666667	53.880292758968764
602	0.09146568604139775	15	0.011093055555555559	58.72953721599279
603	nan	0	nan	50.85453483132452
604	0.2457410629197691	36	0.04072210648148148	60.17061397211113
608	0.3154000018826056	24	0.10937907986111112	64.07510107443134
609	0.3164610128245195	19	0.09188432017543859	54.21725935302388
610	0.2799406243675444	33	0.04361679292929293	72.01095474489698
611	0.24469338570878438	26	0.038131089743589745	82.60759899190224
612	0.2960253826111093	34	0.027115318627450983	84.31471174158965
613	nan	0	nan	79.83814428574748
614	0.31894855653841375	5	0.14285333333333333	67.64744738315406
615	0.25167403286498524	20	0.035740312499999996	58.18398175304147
616	nan	0	nan	61.901454613899
617	0.27770026803901926	28	0.11161607142857144	62.56430141868696
618	0.2778510255906466	42	0.04351125992063492	52.25046823916722
619	0.32924878131611257	27	0.055678935185185185	66.43916789889217
620	0.26735183422588454	30	0.031186805555555554	57.3192793255457
621	0.3182659499996475	14	0.05179107142857143	70.09240950283608
622	0.3023532718622553	39	0.03496367521367521	61.235688101157336
623	0.1624977212079452	8	0.0324953125	39.59824606191011
624	0.30161123654124755	29	0.0480080459770115	45.32616181071296
625	0.20292788087279148	6	0.18856458333333329	57.59481444313388
626	0.36233107676361986	34	0.04166421568627451	55.10595601347231
627	0.31311252076539664	44	0.046598958333333336	61.72532354859424
628	nan	0	nan	63.803415004446926
629	0.36169703618323956	8	0.04566927083333333	66.25340918860117
631	nan	0	nan	65.47558141737046
632	0.23091590398694659	27	0.07909783950617283	63.29269307981512
633	0.3056271120463588	40	0.048045	59.65146047497831
635	0.303622172053704	35	0.07307863095238097	62.2309472298123
636	0.24168093767160906	24	0.04075729166666667	70.44725699662942
637	0.2657199764763612	38	0.04948223684210526	67.88417461021677
638	0.3445980604939725	42	0.05051626984126984	53.49222348871774
641	0.28568583777932005	28	0.04464352678571428	57.47034204236648
643	nan	0	nan	34.72423853198977
644	0.31277372896740857	20	0.08131020833333334	78.7079943513831
645	0.269231472791478	11	0.1837626893939394	52.65727878549079
646	0.20163582029926438	19	0.05267543859649122	65.42040999088077
647	0.27593222192648803	48	0.05606271701388888	54.082661062164796
648	0.2868350614142675	7	0.22945476190476194	45.365763211179505
649	0.3489941982706871	11	0.041531818181818184	48.381841347445366
650	0.27158540498603817	34	0.05742199754901961	62.33849440454076
651	0.2787282275926742	28	0.09754092261904761	71.71117486662641
652	0.23745777190657896	7	0.12650089285714283	58.0839717511384
653	0.1634790541608875	15	0.1290888888888889	61.95764821206485
654	0.27794325568274286	17	0.08136924019607843	64.05228223744497
655	0.3112792001381108	10	0.15698854166666668	74.17984826604123
656	0.19265765621741618	11	0.12975511363636366	57.131660820627864
657	0.17522222629206813	23	0.053185416666666666	53.981600264320335
658	0.2863531411108195	22	0.059887215909090914	63.15612548405639
659	nan	0	nan	55.6680613292732
660	0.2321027004571395	35	0.07344178571428572	50.13590815115557
661	nan	0	nan	29.396153256031074
662	0.290035014484003	6	0.40267569444444445	74.07195535518429
663	0.2923633290511426	15	0.06802597222222223	63.394129852183916
664	0.2916141581835235	30	0.08316888888888889	66.18836441714357
665	nan	0	nan	66.49991418818604
666	0.23654953508311338	26	0.07323509615384616	53.087169061728424
667	0.25937023873931697	7	0.06991934523809525	54.29570055771504
668	0.3114707967379593	25	0.037684833333333334	53.731413416971286
669	0.28299181577310617	6	0.09670381944444445	48.34603970569871
670	0.2296617703476204	18	0.10046608796296294	41.163112873748105
671	0.3285193991839788	36	0.08180432546072643	41.65558919784406
672	0.267446336816048	8	0.05113463541666667	35.86492981696796
673	0.2516820246564031	23	0.12361259057971014	70.64640017686894
674	0.32865472634079934	26	0.04746834935897436	52.37071635813025
675	0.2594488385569968	21	0.05031795634920634	58.70583896970091
676	0.27307248729541617	13	0.11659503205128205	57.407191041290574
677	0.2595900403671146	30	0.026072152777777784	46.99300989575009
678	0.28586950886938084	7	0.1200860119047619	33.74201557797883
679	nan	0	nan	44.18792801280679
698	0.2367460092438484	32	0.056118424479166665	55.47814574511761
699	0.2832080323251232	23	0.06803804347826087	36.22177500018693
700	0.28557002818238536	27	0.06350162037037037	35.19326228934153
701	0.25323660930163094	24	0.15455078125	27.77946683844591
702	0.20625397622703456	9	0.18067314814814814	28.202690346341026
703	0.22624236734994552	22	0.06253702651515151	71.41469796005354
704	0.30497739965003334	32	0.059595703125	65.91877917144828
705	0.22233647310949334	17	0.11838198529411764	55.11043593581358
706	0.21872425928326747	15	0.11139291666666667	46.221758899376
707	0.2358010045445123	24	0.054661284722222224	55.812223520946254
708	0.2731531838194985	26	0.11426578525641025	67.51163570998848
709	nan	0	nan	56.83374522201426
710	nan	0	nan	48.627345814812195
711	0.2549096915119233	23	0.04848278985507246	62.35881526824295
712	0.2840318103199914	9	0.18326666666666666	90.2702041819617
713	0.30515531956587505	9	0.0497412037037037	63.428188681416714
714	0.22346623152091688	23	0.05998469202898549	62.28402751852013
715	0.24284857528212003	7	0.10323214285714286	62.51383989808829
717	0.3231793158456562	6	0.18373854166666667	33.85178095122068
718	nan	0	nan	44.44113284163967
719	0.2607232955735392	9	0.18927777777777777	56.93342012857951
720	0.13128069519436739	7	0.0786797619047619	73.7440092274589
721	0.2828318625884148	37	0.06229048423423423	68.13543945142153
722	0.28363484204859285	26	0.05481041666666667	47.77982416971648
723	0.31170006182894827	21	0.04642440476190476	69.72528737224106
727	0.29724984977728725	19	0.07261633771929825	60.47636271662933
728	0.25029760422627567	17	0.0539905637254902	84.23073879461904
729	0.3674718905801693	18	0.10185856481481481	70.61558382748031
730	nan	0	nan	56.392262233248815
